fecha,TmaxC,TminC,Lluvia
1997-06-05,NA,NA,0
1997-06-06,NA,NA,13.4
1997-06-07,NA,NA,85.7
1997-06-08,NA,NA,2.7
1997-06-09,NA,NA,2.6
1997-06-10,NA,NA,1
1997-06-11,NA,NA,0.1
1997-06-12,NA,NA,0
1997-06-13,NA,NA,2.1
1997-06-14,NA,NA,16.5
1997-06-15,NA,NA,8.1
1997-06-16,NA,NA,1.8
1997-06-17,NA,NA,0
1997-06-18,NA,NA,0
1997-06-19,NA,NA,29.5
1997-06-20,NA,NA,2
1997-06-21,NA,NA,0
1997-06-22,NA,NA,0
1997-06-23,NA,NA,0
1997-06-24,NA,NA,0
1997-06-25,NA,NA,0
1997-06-26,NA,NA,0
1997-06-27,NA,NA,0.3
1997-06-28,NA,NA,0
1997-06-29,NA,NA,0
1997-06-30,NA,NA,1.4
1997-07-01,NA,NA,32.5
1997-07-01,NA,NA,32.5
1997-07-02,NA,NA,0.2
1997-07-03,NA,NA,21.6
1997-07-04,NA,NA,1
1997-07-05,NA,NA,0.1
1997-07-06,NA,NA,0
1997-07-07,NA,NA,0
1997-07-08,NA,NA,0.1
1997-07-09,NA,NA,4.4
1997-07-10,NA,NA,0
1997-07-11,NA,NA,0
1997-07-12,NA,NA,0
1997-07-13,NA,NA,0.5
1997-07-14,NA,NA,0
1997-07-15,NA,NA,2.1
1997-07-16,NA,NA,6.3
1997-07-17,NA,NA,1
1997-07-18,NA,NA,0
1997-07-19,NA,NA,0
1997-07-20,NA,NA,0
1997-07-21,NA,NA,0
1997-07-22,NA,NA,0.6
1997-07-23,NA,NA,0
1997-07-24,NA,NA,0
1997-07-25,NA,NA,0
1997-07-26,NA,NA,0
1997-07-27,NA,NA,0
1997-07-28,NA,NA,0.5
1997-07-29,NA,NA,17.3
1997-07-30,NA,NA,0
1997-07-31,NA,NA,NA
1997-08-01,NA,NA,NA
1997-08-01,NA,NA,0
1997-08-02,NA,NA,0
1997-08-03,NA,NA,0
1997-08-04,NA,NA,0
1997-08-05,NA,NA,0
1997-08-06,NA,NA,0
1997-08-07,NA,NA,0
1997-08-08,NA,NA,0.4
1997-08-09,NA,NA,8.32
1997-08-10,NA,NA,0.9
1997-08-11,NA,NA,0
1997-08-12,NA,NA,0
1997-08-13,NA,NA,0
1997-08-14,NA,NA,0.4
1997-08-15,NA,NA,5.3
1997-08-16,NA,NA,0
1997-08-17,NA,NA,0
1997-08-18,NA,NA,0.3
1997-08-19,NA,NA,0
1997-08-20,NA,NA,0.1
1997-08-21,NA,NA,NA
1997-08-22,NA,NA,NA
1997-08-23,NA,NA,NA
1997-08-24,NA,NA,NA
1997-08-25,NA,NA,NA
1997-08-26,NA,NA,NA
1997-08-27,NA,NA,NA
1997-08-28,NA,NA,NA
1997-08-29,NA,NA,NA
1997-08-30,NA,NA,NA
1997-08-31,NA,NA,NA
1997-09-01,NA,NA,NA
1997-09-01,NA,NA,NA
1997-09-02,NA,NA,NA
1997-09-03,NA,NA,1.1
1997-09-04,NA,NA,0
1997-09-05,NA,NA,17.6
1997-09-06,NA,NA,0
1997-09-07,NA,NA,4.1
1997-09-08,NA,NA,19
1997-09-09,NA,NA,0
1997-09-10,NA,NA,0
1997-09-11,NA,NA,0.1
1997-09-12,NA,NA,0
1997-09-13,NA,NA,0
1997-09-14,NA,NA,0
1997-09-15,NA,NA,0
1997-09-16,NA,NA,0
1997-09-17,NA,NA,0
1997-09-18,NA,NA,17.1
1997-09-19,NA,NA,3.3
1997-09-20,NA,NA,24
1997-09-21,NA,NA,0
1997-09-22,NA,NA,0.6
1997-09-23,NA,NA,3.9
1997-09-24,NA,NA,0
1997-09-25,NA,NA,1.4
1997-09-26,NA,NA,29.4
1997-09-27,NA,NA,2.8
1997-09-28,NA,NA,8.7
1997-09-29,NA,NA,11.2
1997-09-30,NA,NA,3.3
1997-10-01,NA,NA,NA
1997-10-01,NA,NA,NA
1997-10-02,NA,NA,NA
1997-10-03,NA,NA,NA
1997-10-04,NA,NA,NA
1997-10-05,NA,NA,66.2
1997-10-06,NA,NA,17.2
1997-10-07,NA,NA,4.2
1997-10-08,NA,NA,NA
1997-10-09,NA,NA,NA
1997-10-10,NA,NA,NA
1997-10-11,NA,NA,NA
1997-10-12,NA,NA,NA
1997-10-13,NA,NA,NA
1997-10-14,NA,NA,65
1997-10-15,NA,NA,62
1997-10-16,NA,NA,1.5
1997-10-17,NA,NA,0.2
1997-10-18,NA,NA,27.4
1997-10-19,NA,NA,0.2
1997-10-20,NA,NA,0.4
1997-10-21,NA,NA,1.2
1997-10-22,NA,NA,0
1997-10-23,NA,NA,2.4
1997-10-24,NA,NA,0.8
1997-10-25,NA,NA,12.3
1997-10-26,NA,NA,0.2
1997-10-27,NA,NA,0.1
1997-10-28,NA,NA,0
1997-10-29,NA,NA,0
1997-10-30,NA,NA,0
1997-10-31,NA,NA,0
1997-11-01,NA,NA,0
1997-11-01,NA,NA,NA
1997-11-02,NA,NA,NA
1997-11-03,NA,NA,NA
1997-11-04,NA,NA,NA
1997-11-05,NA,NA,NA
1997-11-06,NA,NA,11
1997-11-07,NA,NA,NA
1997-11-08,NA,NA,NA
1997-11-09,NA,NA,NA
1997-11-10,NA,NA,NA
1997-11-11,NA,NA,1.4
1997-11-12,NA,NA,10
1997-11-13,NA,NA,1.5
1997-11-14,NA,NA,14.2
1997-11-15,NA,NA,39.2
1997-11-16,NA,NA,26.5
1997-11-17,NA,NA,NA
1997-11-18,NA,NA,NA
1997-11-19,NA,NA,NA
1997-11-20,NA,NA,NA
1997-11-21,NA,NA,NA
1997-11-22,NA,NA,NA
1997-11-23,NA,NA,NA
1997-11-24,NA,NA,NA
1997-11-25,NA,NA,NA
1997-11-26,NA,NA,1.8
1997-11-27,NA,NA,18.8
1997-11-28,NA,NA,20.5
1997-11-29,NA,NA,45.2
1997-11-30,NA,NA,10.5
1997-12-01,NA,NA,NA
2001-01-01,28.88888888888889,21.11111111111111,0
2001-01-01,28.88888888888889,21.11111111111111,0
2001-01-02,31.111111111111114,22.22222222222222,1
2001-01-03,NA,NA,0
2001-01-04,NA,NA,0
2001-01-05,31.111111111111114,18.88888888888889,0
2001-01-06,28.333333333333336,20.555555555555557,0
2001-01-07,NA,NA,0
2001-01-08,30,19.444444444444446,0
2001-01-09,30.555555555555557,18.88888888888889,0
2001-01-10,30,20,0
2001-01-11,28.88888888888889,21.666666666666668,0
2001-01-12,31.111111111111114,21.666666666666668,0
2001-01-13,31.111111111111114,22.22222222222222,0
2001-01-14,30,22.22222222222222,0
2001-01-15,31.111111111111114,21.11111111111111,0
2001-01-16,27.77777777777778,20.555555555555557,0
2001-01-17,NA,NA,NA
2001-01-18,31.111111111111114,15.555555555555557,0
2001-01-19,32.22222222222222,20,0
2001-01-20,32.22222222222222,19.444444444444446,0
2001-01-21,32.22222222222222,20,0
2001-01-22,28.88888888888889,21.11111111111111,0
2001-01-23,28.333333333333336,20.555555555555557,0
2001-01-24,28.88888888888889,20,0
2001-01-25,28.88888888888889,20,0
2001-01-26,28.88888888888889,19.444444444444446,0
2001-01-27,31.111111111111114,21.11111111111111,0
2001-01-28,NA,NA,NA
2001-01-29,31.111111111111114,21.11111111111111,0
2001-01-30,33.333333333333336,22.77777777777778,0
2001-01-31,32.22222222222222,22.77777777777778,0
2001-02-01,NA,NA,NA
2001-02-01,NA,NA,NA
2001-02-02,32.22222222222222,22.22222222222222,NA
2001-02-03,32.22222222222222,22.77777777777778,NA
2001-02-04,32.22222222222222,22.22222222222222,NA
2001-02-05,32.22222222222222,22.22222222222222,NA
2001-02-06,32.22222222222222,21.666666666666668,NA
2001-02-07,32.22222222222222,23.333333333333336,NA
2001-02-08,NA,NA,NA
2001-02-09,33.333333333333336,23.333333333333336,NA
2001-02-10,33.333333333333336,23.333333333333336,NA
2001-02-11,32.77777777777778,23.333333333333336,NA
2001-02-12,32.22222222222222,23.333333333333336,NA
2001-02-13,33.333333333333336,23.333333333333336,NA
2001-02-14,33.333333333333336,23.88888888888889,NA
2001-02-15,33.333333333333336,23.333333333333336,NA
2001-02-16,NA,NA,NA
2001-02-17,NA,NA,NA
2001-02-18,33.333333333333336,22.22222222222222,NA
2001-02-19,33.333333333333336,22.22222222222222,NA
2001-02-20,NA,NA,NA
2001-02-21,NA,NA,NA
2001-02-22,33.333333333333336,22.22222222222222,NA
2001-02-23,33.333333333333336,22.77777777777778,NA
2001-02-24,33.333333333333336,23.333333333333336,NA
2001-02-25,NA,NA,NA
2001-02-26,33.333333333333336,22.77777777777778,NA
2001-02-27,33.333333333333336,22.22222222222222,NA
2001-02-28,33.88888888888889,22.22222222222222,NA
2001-03-01,NA,NA,NA
2001-03-01,34.44444444444444,21.11111111111111,NA
2001-03-01,34.44444444444444,21.11111111111111,0
2001-03-02,35.55555555555556,17.77777777777778,0
2001-03-03,36.111111111111114,17.77777777777778,0
2001-03-04,35.55555555555556,18.88888888888889,0
2001-03-05,36.66666666666667,20,0
2001-03-06,35.55555555555556,20,0
2001-03-07,33.333333333333336,20,0
2001-03-08,32.22222222222222,20,0
2001-03-09,33.333333333333336,17.77777777777778,0
2001-03-10,36.66666666666667,17.77777777777778,0
2001-03-11,36.66666666666667,17.77777777777778,0
2001-03-12,35.55555555555556,21.11111111111111,0
2001-03-13,35.55555555555556,22.22222222222222,0
2001-03-14,34.44444444444444,22.77777777777778,0
2001-03-15,NA,NA,NA
2001-03-16,NA,NA,NA
2001-03-17,NA,NA,NA
2001-03-18,NA,NA,NA
2001-03-19,NA,NA,NA
2001-03-20,NA,NA,NA
2001-03-21,NA,NA,NA
2001-03-22,NA,NA,NA
2001-03-23,NA,NA,NA
2001-03-24,NA,NA,NA
2001-03-25,NA,NA,NA
2001-03-26,NA,NA,NA
2001-03-27,NA,NA,NA
2001-03-28,NA,NA,NA
2001-03-29,NA,NA,NA
2001-03-30,NA,NA,NA
2001-03-31,NA,NA,NA
2001-04-01,NA,NA,NA
2001-04-01,NA,NA,NA
2001-04-02,NA,NA,10.8
2001-04-03,NA,NA,NA
2001-04-04,NA,NA,NA
2001-04-05,NA,NA,NA
2001-04-06,NA,NA,NA
2001-04-07,NA,NA,NA
2001-04-08,NA,NA,NA
2001-04-09,NA,NA,NA
2001-04-10,NA,NA,NA
2001-04-11,NA,NA,NA
2001-04-12,NA,NA,NA
2001-04-13,NA,NA,NA
2001-04-14,NA,NA,NA
2001-04-15,NA,NA,NA
2001-04-16,NA,NA,NA
2001-04-17,NA,NA,NA
2001-04-18,NA,NA,NA
2001-04-19,NA,NA,NA
2001-04-20,NA,NA,NA
2001-04-21,NA,NA,NA
2001-04-22,NA,NA,NA
2001-04-23,NA,NA,NA
2001-04-24,NA,NA,NA
2001-04-25,NA,NA,NA
2001-04-26,NA,NA,NA
2001-04-27,NA,NA,NA
2001-04-28,NA,NA,NA
2001-04-29,NA,NA,NA
2001-04-30,NA,NA,NA
2001-05-01,NA,NA,NA
2001-05-01,NA,NA,NA
2001-05-02,NA,NA,NA
2001-05-03,NA,NA,NA
2001-05-04,NA,NA,NA
2001-05-05,NA,NA,NA
2001-05-06,NA,NA,NA
2001-05-07,NA,NA,NA
2001-05-08,NA,NA,NA
2001-05-09,NA,NA,NA
2001-05-10,NA,NA,NA
2001-05-11,NA,NA,NA
2001-05-12,NA,NA,NA
2001-05-13,NA,NA,NA
2001-05-14,NA,NA,NA
2001-05-15,NA,NA,NA
2001-05-16,NA,NA,NA
2001-05-17,NA,NA,NA
2001-05-18,NA,NA,NA
2001-05-19,NA,NA,NA
2001-05-20,NA,NA,NA
2001-05-21,NA,21.11111111111111,25.2
2001-05-22,30,21.11111111111111,4.8
2001-05-23,32.22222222222222,21.11111111111111,0.2
2001-05-24,30,22.22222222222222,0.4
2001-05-25,33.333333333333336,22.22222222222222,10.1
2001-05-26,30,22.22222222222222,7.2
2001-05-27,32.22222222222222,21.11111111111111,24.4
2001-05-28,31.111111111111114,21.11111111111111,322.3
2001-05-29,31.111111111111114,20,10.7
2001-05-30,31.111111111111114,21.11111111111111,9.2
2001-05-31,31.111111111111114,21.11111111111111,17.4
2001-06-01,NA,NA,NA
2001-06-01,30,20,1.9
2001-06-02,28.88888888888889,22.22222222222222,3.1
2001-06-03,31.111111111111114,22.22222222222222,22.1
2001-06-04,31.111111111111114,21.11111111111111,34.2
2001-06-05,30,20,7.9
2001-06-06,30,21.11111111111111,10.6
2001-06-07,30,22.22222222222222,1.6
2001-06-08,27.77777777777778,22.22222222222222,2
2001-06-09,NA,NA,0
2001-06-10,NA,NA,0
2001-06-11,29.444444444444446,18.88888888888889,3.8
2001-06-12,NA,NA,0
2001-06-13,NA,NA,0
2001-06-14,26.666666666666668,21.11111111111111,0.9
2001-06-15,NA,NA,NA
2001-06-16,NA,NA,NA
2001-06-17,NA,NA,NA
2001-06-18,NA,NA,NA
2001-06-19,NA,NA,NA
2001-06-20,NA,NA,NA
2001-06-21,33.333333333333336,21.666666666666668,0.4
2001-06-22,27.222222222222225,22.22222222222222,8.2
2001-06-23,NA,NA,9.3
2001-06-24,NA,NA,0
2001-06-25,31.111111111111114,22.22222222222222,3.1
2001-06-26,30,22.22222222222222,NA
2001-06-27,31.111111111111114,22.22222222222222,NA
2001-06-28,32.22222222222222,23.333333333333336,0.4
2001-06-29,30,23.333333333333336,1.6
2001-06-30,30,21.11111111111111,NA
2001-07-01,NA,NA,NA
2001-07-01,NA,NA,NA
2001-07-02,33.333333333333336,21.11111111111111,0.4
2001-07-03,33.333333333333336,21.11111111111111,NA
2001-07-04,31.111111111111114,23.333333333333336,0.6
2001-07-05,32.22222222222222,23.333333333333336,0
2001-07-06,32.22222222222222,22.22222222222222,0
2001-07-07,NA,NA,NA
2001-07-08,NA,NA,0
2001-07-09,32.22222222222222,22.22222222222222,0.8
2001-07-10,32.22222222222222,22.22222222222222,0
2001-07-11,32.22222222222222,21.11111111111111,0
2001-07-12,32.22222222222222,21.11111111111111,7.4
2001-07-13,32.22222222222222,21.11111111111111,0
2001-07-14,31.666666666666668,22.22222222222222,1.2
2001-07-15,NA,NA,0
2001-07-16,NA,NA,0
2001-07-17,27.77777777777778,22.22222222222222,0.7
2001-07-18,32.22222222222222,22.22222222222222,6
2001-07-19,27.77777777777778,21.11111111111111,5.1
2001-07-20,27.77777777777778,21.666666666666668,4.4
2001-07-21,25.555555555555557,21.11111111111111,15
2001-07-22,NA,NA,NA
2001-07-23,31.111111111111114,21.11111111111111,0.2
2001-07-24,31.111111111111114,21.11111111111111,0
2001-07-25,32.22222222222222,20,0
2001-07-26,33.333333333333336,21.11111111111111,0
2001-07-27,33.333333333333336,21.11111111111111,0
2001-07-28,33.333333333333336,21.11111111111111,0
2001-07-29,33.333333333333336,20.555555555555557,0
2001-07-30,33.333333333333336,20.555555555555557,2.4
2001-07-31,33.333333333333336,20.555555555555557,1.2
2001-08-01,NA,NA,NA
2001-08-01,33.333333333333336,20,4.2
2001-08-02,NA,NA,0
2001-08-03,NA,NA,0
2001-08-04,NA,NA,0
2001-08-05,32.77777777777778,20,20.8
2001-08-06,28.88888888888889,22.22222222222222,4
2001-08-07,31.111111111111114,22.22222222222222,1
2001-08-08,31.111111111111114,22.22222222222222,3.1
2001-08-09,27.77777777777778,22.22222222222222,2.9
2001-08-10,31.111111111111114,23.333333333333336,7.8
2001-08-11,27.77777777777778,23.333333333333336,0
2001-08-12,NA,NA,0
2001-08-13,32.22222222222222,22.22222222222222,11.8
2001-08-14,NA,NA,0
2001-08-15,NA,NA,0
2001-08-16,NA,NA,0
2001-08-17,NA,NA,0
2001-08-18,33.333333333333336,23.333333333333336,0.7
2001-08-19,32.22222222222222,23.333333333333336,0
2001-08-20,33.333333333333336,22.22222222222222,0
2001-08-21,34.44444444444444,22.22222222222222,0
2001-08-22,34.44444444444444,22.22222222222222,10.4
2001-08-23,31.111111111111114,21.11111111111111,8.1
2001-08-24,31.111111111111114,21.11111111111111,1.2
2001-08-25,31.111111111111114,22.22222222222222,12.5
2001-08-26,31.111111111111114,22.22222222222222,0.1
2001-08-27,28.88888888888889,22.22222222222222,0.5
2001-08-28,31.111111111111114,22.22222222222222,0.1
2001-08-29,32.22222222222222,22.22222222222222,0
2001-08-30,31.111111111111114,22.22222222222222,0
2001-08-31,33.333333333333336,23.333333333333336,0
2001-09-01,NA,NA,NA
2001-09-01,33.333333333333336,22.22222222222222,NA
2001-09-02,33.333333333333336,22.22222222222222,1.9
2001-09-03,33.333333333333336,20.555555555555557,NA
2001-09-04,33.333333333333336,20.555555555555557,NA
2001-09-05,32.22222222222222,21.11111111111111,11.5
2001-09-06,31.666666666666668,21.11111111111111,NA
2001-09-07,32.22222222222222,22.22222222222222,NA
2001-09-08,31.666666666666668,20.555555555555557,4.5
2001-09-09,31.111111111111114,17.22222222222222,28.6
2001-09-10,30,21.11111111111111,7.8
2001-09-11,32.22222222222222,21.11111111111111,NA
2001-09-12,32.22222222222222,21.11111111111111,NA
2001-09-13,33.333333333333336,21.11111111111111,0.8
2001-09-14,31.666666666666668,20,34
2001-09-15,29.444444444444446,21.11111111111111,6.8
2001-09-16,28.88888888888889,21.11111111111111,11.8
2001-09-17,28.333333333333336,21.11111111111111,NA
2001-09-18,33.333333333333336,23.333333333333336,NA
2001-09-19,29.444444444444446,21.11111111111111,7.4
2001-09-20,28.88888888888889,21.11111111111111,NA
2001-09-21,28.88888888888889,21.11111111111111,NA
2001-09-22,33.333333333333336,21.11111111111111,NA
2001-09-23,NA,NA,NA
2001-09-24,32.22222222222222,21.11111111111111,55.5
2001-09-25,28.88888888888889,22.22222222222222,2.4
2001-09-26,29.444444444444446,21.11111111111111,24.8
2001-09-27,31.111111111111114,21.11111111111111,NA
2001-09-28,31.111111111111114,22.22222222222222,23.8
2001-09-29,28.88888888888889,21.11111111111111,30.7
2001-09-30,NA,NA,NA
2001-10-01,25.555555555555557,21.11111111111111,52.8
2001-10-01,25.555555555555557,21.11111111111111,52.8
2001-10-02,31.111111111111114,22.22222222222222,NA
2001-10-03,32.22222222222222,22.22222222222222,1
2001-10-04,31.111111111111114,22.22222222222222,18
2001-10-05,28.88888888888889,23.333333333333336,6.4
2001-10-06,NA,NA,NA
2001-10-07,NA,NA,NA
2001-10-08,32.22222222222222,21.11111111111111,22.5
2001-10-09,32.22222222222222,22.22222222222222,NA
2001-10-10,32.22222222222222,21.11111111111111,0.1
2001-10-11,32.22222222222222,22.22222222222222,NA
2001-10-12,32.22222222222222,22.22222222222222,NA
2001-10-13,30,22.22222222222222,16.5
2001-10-14,30,21.666666666666668,23
2001-10-15,31.111111111111114,22.22222222222222,3.1
2001-10-16,32.22222222222222,22.22222222222222,0.1
2001-10-17,32.22222222222222,22.22222222222222,NA
2001-10-18,31.666666666666668,21.11111111111111,NA
2001-10-19,31.111111111111114,20.555555555555557,17.2
2001-10-20,NA,NA,NA
2001-10-21,NA,NA,NA
2001-10-22,31.111111111111114,21.11111111111111,21
2001-10-23,30,21.11111111111111,15.2
2001-10-24,31.111111111111114,21.11111111111111,8.6
2001-10-25,27.77777777777778,21.11111111111111,6.1
2001-10-26,30,23.333333333333336,0.2
2001-10-27,30,20,NA
2001-10-28,30,21.11111111111111,NA
2001-10-29,31.111111111111114,20.555555555555557,5.3
2001-10-30,NA,NA,20.3
2001-10-31,26.666666666666668,21.11111111111111,130
2001-11-01,33.333333333333336,21.11111111111111,105.7
2001-11-01,33.333333333333336,21.11111111111111,105.7
2001-11-02,24.444444444444446,21.11111111111111,201.2
2001-11-03,25.555555555555557,21.11111111111111,42.2
2001-11-04,25.555555555555557,22.22222222222222,63.2
2001-11-05,23.333333333333336,21.11111111111111,168.3
2001-11-06,27.77777777777778,21.11111111111111,0.6
2001-11-07,28.88888888888889,22.22222222222222,NA
2001-11-08,28.88888888888889,21.11111111111111,0.6
2001-11-09,28.88888888888889,22.22222222222222,NA
2001-11-10,30,21.11111111111111,NA
2001-11-11,30,21.11111111111111,NA
2001-11-12,NA,NA,NA
2001-11-13,NA,NA,NA
2001-11-14,NA,NA,NA
2001-11-15,NA,NA,NA
2001-11-16,NA,NA,NA
2001-11-17,NA,NA,NA
2001-11-18,NA,NA,NA
2001-11-19,30,20,12
2001-11-20,28.88888888888889,21.11111111111111,0
2001-11-21,28.88888888888889,21.11111111111111,NA
2001-11-22,28.88888888888889,20,NA
2001-11-23,28.88888888888889,20,1.3
2001-11-24,NA,NA,NA
2001-11-25,NA,NA,NA
2001-11-26,NA,NA,NA
2001-11-27,NA,NA,NA
2001-11-28,30,20,NA
2001-11-29,28.88888888888889,20,NA
2001-11-30,31.111111111111114,21.11111111111111,NA
2001-12-01,NA,NA,NA
2001-12-01,30,20,NA
2001-12-02,31.111111111111114,20,NA
2001-12-03,30,20,NA
2001-12-04,30,20,NA
2001-12-05,31.111111111111114,20,NA
2001-12-06,30,20,NA
2001-12-07,30,20,NA
2001-12-08,31.111111111111114,20,NA
2001-12-09,31.111111111111114,20,NA
2001-12-10,30,20,NA
2001-12-11,30,20,1.2
2001-12-12,NA,NA,NA
2001-12-13,30,20,1.6
2001-12-14,NA,21.11111111111111,NA
2001-12-15,28.88888888888889,20,3.1
2001-12-16,30,21.11111111111111,NA
2001-12-17,31.111111111111114,21.11111111111111,NA
2001-12-18,31.111111111111114,21.11111111111111,NA
2001-12-19,31.111111111111114,21.11111111111111,NA
2001-12-20,31.111111111111114,21.11111111111111,2.9
2001-12-21,NA,NA,NA
2001-12-22,NA,NA,NA
2001-12-23,NA,NA,NA
2001-12-24,NA,NA,NA
2001-12-25,NA,NA,NA
2001-12-26,NA,NA,NA
2001-12-27,32.22222222222222,20,NA
2001-12-28,28.88888888888889,22.22222222222222,NA
2001-12-29,28.88888888888889,21.11111111111111,NA
2001-12-30,28.88888888888889,21.11111111111111,2.6
2001-12-31,NA,NA,NA
2002-01-01,31.111111111111114,21.11111111111111,NA
2002-01-01,NA,NA,NA
2002-01-02,30,20,NA
2002-01-03,31.111111111111114,21.11111111111111,NA
2002-01-04,30,21.11111111111111,NA
2002-01-05,NA,NA,NA
2002-01-06,NA,NA,NA
2002-01-07,NA,NA,NA
2002-01-08,NA,NA,NA
2002-01-09,NA,NA,NA
2002-01-10,NA,NA,NA
2002-01-11,NA,NA,NA
2002-01-12,NA,NA,NA
2002-01-13,NA,NA,NA
2002-01-14,NA,NA,NA
2002-01-15,NA,NA,NA
2002-01-16,31.111111111111114,17.77777777777778,NA
2002-01-17,NA,NA,NA
2002-01-18,NA,NA,NA
2002-01-19,NA,NA,NA
2002-01-20,NA,NA,NA
2002-01-21,NA,NA,NA
2002-01-22,NA,NA,NA
2002-01-23,NA,NA,NA
2002-01-24,NA,NA,NA
2002-01-25,NA,NA,NA
2002-01-26,NA,NA,NA
2002-01-27,NA,NA,NA
2002-01-28,NA,NA,NA
2002-01-29,NA,NA,NA
2002-01-30,NA,NA,NA
2002-01-31,NA,NA,NA
2002-02-01,NA,NA,NA
2002-02-01,NA,NA,NA
2002-02-02,NA,NA,NA
2002-02-03,NA,NA,NA
2002-02-04,33.333333333333336,21.11111111111111,NA
2002-02-05,NA,NA,NA
2002-02-06,NA,NA,NA
2002-02-07,NA,NA,NA
2002-02-08,NA,NA,NA
2002-02-09,NA,NA,NA
2002-02-10,NA,NA,NA
2002-02-11,NA,NA,NA
2002-02-12,NA,NA,NA
2002-02-13,NA,NA,NA
2002-02-14,NA,NA,NA
2002-02-15,NA,NA,NA
2002-02-16,NA,NA,NA
2002-02-17,NA,NA,NA
2002-02-18,NA,NA,NA
2002-02-19,NA,NA,NA
2002-02-20,NA,NA,NA
2002-02-21,NA,NA,NA
2002-02-22,NA,NA,NA
2002-02-23,NA,NA,NA
2002-02-24,NA,NA,NA
2002-02-25,NA,NA,NA
2002-02-26,NA,NA,NA
2002-02-27,NA,NA,NA
2002-02-28,NA,NA,NA
2002-03-01,NA,NA,NA
2002-03-01,NA,NA,0
2002-03-02,NA,NA,0
2002-03-03,NA,NA,0
2002-03-04,NA,NA,0
2002-03-05,NA,NA,0
2002-03-06,NA,NA,0
2002-03-07,NA,NA,0
2002-03-08,NA,NA,0
2002-03-09,NA,NA,0
2002-03-10,NA,NA,0
2002-03-11,NA,NA,0
2002-03-12,NA,NA,0
2002-03-13,NA,NA,0
2002-03-14,NA,NA,0
2002-03-15,NA,NA,0
2002-03-16,NA,NA,0
2002-03-17,NA,NA,0
2002-03-18,NA,NA,0
2002-03-19,NA,NA,0
2002-03-20,NA,NA,0
2002-03-21,NA,NA,0
2002-03-22,NA,NA,0
2002-03-23,NA,NA,0
2002-03-24,NA,NA,0
2002-03-25,NA,NA,0
2002-03-26,NA,NA,0
2002-03-27,NA,NA,0
2002-03-28,NA,NA,0
2002-03-29,NA,NA,0
2002-03-30,NA,NA,0
2002-03-31,NA,NA,0
2002-04-01,NA,NA,NA
2002-04-01,NA,NA,NA
2002-04-02,NA,NA,NA
2002-04-03,NA,NA,NA
2002-04-04,NA,NA,NA
2002-04-05,NA,NA,NA
2002-04-06,NA,NA,NA
2002-04-07,NA,NA,NA
2002-04-08,NA,NA,NA
2002-04-09,NA,NA,NA
2002-04-10,NA,NA,NA
2002-04-11,NA,NA,NA
2002-04-12,NA,NA,NA
2002-04-13,NA,NA,NA
2002-04-14,NA,NA,NA
2002-04-15,NA,NA,NA
2002-04-16,NA,NA,NA
2002-04-17,NA,NA,NA
2002-04-18,NA,NA,NA
2002-04-19,NA,NA,NA
2002-04-20,NA,NA,NA
2002-04-21,NA,NA,NA
2002-04-22,NA,NA,NA
2002-04-23,NA,NA,NA
2002-04-24,NA,NA,NA
2002-04-25,NA,NA,NA
2002-04-26,NA,NA,NA
2002-04-27,NA,NA,NA
2002-04-28,NA,NA,NA
2002-04-29,NA,NA,NA
2002-04-30,NA,NA,NA
2002-05-01,NA,NA,NA
2002-05-01,NA,NA,NA
2002-05-02,NA,NA,NA
2002-05-03,NA,NA,NA
2002-05-04,NA,NA,NA
2002-05-05,NA,NA,NA
2002-05-06,NA,NA,NA
2002-05-07,NA,NA,NA
2002-05-08,NA,NA,NA
2002-05-09,NA,NA,NA
2002-05-10,NA,NA,NA
2002-05-11,NA,NA,NA
2002-05-12,NA,NA,NA
2002-05-13,NA,NA,NA
2002-05-14,NA,NA,NA
2002-05-15,NA,NA,NA
2002-05-16,NA,NA,NA
2002-05-17,NA,NA,NA
2002-05-18,NA,NA,NA
2002-05-19,NA,NA,NA
2002-05-20,NA,NA,0.9
2002-05-21,32.22222222222222,22.22222222222222,26.5
2002-05-22,32.22222222222222,22.22222222222222,0
2002-05-23,33.333333333333336,23.333333333333336,0
2002-05-24,33.333333333333336,23.333333333333336,0
2002-05-25,33.333333333333336,24.444444444444446,1.1
2002-05-26,28.88888888888889,21.11111111111111,180.6
2002-05-27,26.666666666666668,21.11111111111111,51
2002-05-28,NA,NA,0
2002-05-29,NA,NA,9.2
2002-05-30,NA,NA,27.5
2002-05-31,NA,NA,51.5
2002-06-01,NA,NA,NA
2002-06-01,27.77777777777778,21.11111111111111,2.3
2002-06-02,31.111111111111114,21.11111111111111,NA
2002-06-03,31.111111111111114,22.22222222222222,NA
2002-06-04,32.22222222222222,22.22222222222222,9.2
2002-06-05,31.111111111111114,21.11111111111111,5.6
2002-06-06,27.222222222222225,21.11111111111111,33.2
2002-06-07,28.88888888888889,21.11111111111111,1.4
2002-06-08,28.88888888888889,22.22222222222222,54
2002-06-09,24.444444444444446,20.555555555555557,29.2
2002-06-10,30,21.11111111111111,21.7
2002-06-11,31.111111111111114,21.11111111111111,13.1
2002-06-12,30.555555555555557,22.22222222222222,NA
2002-06-13,28.88888888888889,21.11111111111111,0.5
2002-06-14,30,22.22222222222222,4.9
2002-06-15,28.88888888888889,22.22222222222222,3.5
2002-06-16,30,22.22222222222222,0.1
